OBJECT  = 'PS1-10afx' / Name of the object observed                
OBSERVER= 'Quimby,Oguri,Moriya' 
TELESCOP= 'Keck I  '                                                            
SLITNAME= 'long_1.0' / 1.0 arcsec wide slit                                             
DICHNAME= '560     '                                                            
GRISNAME= '400/3400'                                                            
GRANAME = '400/8500'                                                            
GRANGLE =          25.87923241                                                  
WAVELEN =        7848.05908203                                                  
REDFILT = 'Clear   '                                                            
UTC     = '06:01:33.76'                                                         
MJD-OBS = '56542.251085'                                                        
ST      = '18:45:35.99'                                                         
DATE-OBS= '2013-09-07'                                                          
AIRMASS =           1.25 / Median over observation
RA      = '22:11:24.162'                                                         
DEC     = '+00:09:43.49'                                                         
EQUINOX =        2000.00000000                                                  
TOTEXPB = 22022.0 / seconds total exposure (blue channel)
TOTEXPR = 22876.3 / seconds total exposure (red channel)
DATE_BEG= '2013-09-07T06:01:33' / start of the first exposure
DATE_END= '2013-09-07T13:42:21' / end of the last exposure
REDUCEBY= Quimby

#     wav (A)    flux (flam)      eflux           skyflux
      5094.92   2.5199902e-19   8.1433193e-19   2.6731536e-17
      5095.92   5.4241640e-19   8.0326550e-19   2.5919830e-17
      5096.92   7.0565249e-19   8.0251132e-19   2.5905484e-17
      5097.92   4.9335585e-19   8.0260626e-19   2.5904047e-17
      5098.92   2.4843053e-19   8.0065365e-19   2.5763700e-17
      5099.92   2.9802113e-19   8.0812877e-19   2.6327680e-17
      5100.92   2.4375317e-19   8.0482184e-19   2.6129084e-17
      5101.92   1.6077491e-19   8.1172295e-19   2.6627340e-17
      5102.92   3.6450411e-19   8.0935164e-19   2.6436363e-17
      5103.92   6.8247092e-20   8.1439718e-19   2.6602912e-17
      5104.92   7.3953064e-19   8.0671207e-19   2.6104365e-17
      5105.91  -7.6401780e-20   8.1505517e-19   2.6574762e-17
      5106.91   3.8603399e-19   8.0279844e-19   2.5738113e-17
      5107.91   3.6800347e-19   8.0201700e-19   2.5707878e-17
      5108.91   4.4276196e-19   8.0428782e-19   2.5871256e-17
      5109.91   2.1931034e-19   8.0274579e-19   2.5764238e-17
      5110.91   3.2244378e-19   8.1132437e-19   2.6457219e-17
      5111.91   2.8659075e-19   8.0762469e-19   2.6166985e-17
      5112.91   4.9146712e-19   8.1355525e-19   2.6562570e-17
      5113.91   3.5544116e-19   8.1009999e-19   2.6349743e-17
      5114.91   5.2378087e-19   8.1860446e-19   2.6763492e-17
      5115.91   5.2626114e-19   8.1319381e-19   2.6527323e-17
      5116.91   3.8660699e-19   8.2321549e-19   2.7087901e-17
      5117.91   6.3496965e-20   8.1295953e-19   2.6506529e-17
      5118.91   6.2645963e-19   8.1202774e-19   2.6439123e-17
      5119.91   6.3147461e-19   8.1269559e-19   2.6436550e-17
      5120.91   5.3804464e-20   8.0857071e-19   2.6083737e-17
      5121.91   3.5213018e-19   8.1355735e-19   2.6482297e-17
      5122.91   5.9118789e-19   8.0651351e-19   2.5813681e-17
      5123.91   4.6234184e-19   8.0737381e-19   2.5851560e-17
      5124.91   3.5274306e-19   8.0659993e-19   2.5797191e-17
      5125.91   1.6924707e-19   8.1252863e-19   2.6033053e-17
      5126.91   4.0346084e-19   8.0805311e-19   2.5875960e-17
      5127.91   3.8307699e-19   8.1966137e-19   2.6543385e-17
      5128.91   2.9732108e-19   8.1681112e-19   2.6628270e-17
      5129.91   6.2741272e-19   8.1950003e-19   2.6920478e-17
      5130.91   5.6803166e-19   8.2343854e-19   2.7246874e-17
      5131.91   4.4935633e-19   8.2935867e-19   2.7747735e-17
      5132.91   7.6704791e-19   8.3407479e-19   2.8190954e-17
      5133.91   5.0874908e-19   8.3806958e-19   2.8515562e-17
      5134.91   7.0213378e-19   8.3618664e-19   2.8316133e-17
      5135.91   3.6807052e-19   8.3417179e-19   2.8108294e-17
      5136.91   4.0712449e-19   8.3945660e-19   2.8380654e-17
      5137.91   8.4540784e-19   8.3483951e-19   2.8113147e-17
      5138.91   6.8136496e-19   8.4276355e-19   2.8461540e-17
      5139.91   2.0259245e-19   8.3520384e-19   2.8109362e-17
      5140.91   8.3056830e-19   8.3180559e-19   2.7839104e-17
      5141.91   6.0585486e-19   8.3603470e-19   2.8179580e-17
      5142.91   5.9212989e-19   8.4055766e-19   2.8538917e-17
      5143.91   5.0805322e-19   8.4029281e-19   2.8556701e-17
      5144.91   5.9136286e-19   8.4285233e-19   2.8671351e-17
      5145.91   5.0327167e-19   8.3756327e-19   2.8151239e-17
      5146.91   3.9901743e-19   8.3679200e-19   2.8116337e-17
      5147.91   3.9299111e-19   8.4074170e-19   2.8315971e-17
      5148.91   5.2350481e-19   8.3921077e-19   2.8257262e-17
      5149.91   4.1707835e-19   8.4170054e-19   2.8166491e-17
      5150.91   5.0704756e-19   8.3544192e-19   2.7852933e-17
      5151.91   3.5208771e-19   8.3420626e-19   2.7854446e-17
      5152.91   7.1596027e-19   8.3713081e-19   2.8020959e-17
      5153.91  -3.1845136e-21   8.3985216e-19   2.8251931e-17
      5154.91   7.5301151e-19   8.3864310e-19   2.8160527e-17
      5155.91   4.8173952e-19   8.4408810e-19   2.8510656e-17
      5156.91   4.4118765e-19   8.4200975e-19   2.8328423e-17
      5157.91   5.7122446e-20   8.4208266e-19   2.8326633e-17
      5158.91   5.2982326e-19   8.4099507e-19   2.8148140e-17
      5159.91   7.4448114e-19   8.4331808e-19   2.8358532e-17
      5160.91   7.2294049e-19   8.4458901e-19   2.8198466e-17
      5161.91   5.3148455e-19   8.3900389e-19   2.7928928e-17
      5162.91   4.8209532e-19   8.2935889e-19   2.7146817e-17
      5163.91   2.3461725e-19   8.2550273e-19   2.6735327e-17
      5164.91   4.5419931e-21   8.2133794e-19   2.6313072e-17
      5165.91   6.1193128e-19   8.2005806e-19   2.6189676e-17
      5166.91   4.3365430e-19   8.1981479e-19   2.6065799e-17
      5167.91   6.4037415e-19   8.1682032e-19   2.5665869e-17
      5168.91   5.3785789e-19   8.0684364e-19   2.4839060e-17
      5169.91   8.6263617e-19   8.0390765e-19   2.4520553e-17
      5170.91   6.9267973e-19   8.1048851e-19   2.5103672e-17
      5171.91   1.5342050e-19   8.1950294e-19   2.5666923e-17
      5172.91   4.3432467e-19   8.1618437e-19   2.5590917e-17
      5173.91   5.9638999e-19   8.1481624e-19   2.5547917e-17
      5174.91   6.2027947e-19   8.2611626e-19   2.6461497e-17
      5175.91   2.7941917e-19   8.3155897e-19   2.6984354e-17
      5176.91   5.9347668e-19   8.3599094e-19   2.7395590e-17
      5177.91   3.9373039e-19   8.3757184e-19   2.7470025e-17
      5178.91   9.6430112e-19   8.3409778e-19   2.6981431e-17
      5179.91   7.6208394e-19   8.2494079e-19   2.6195136e-17
      5180.91   1.1941490e-19   8.1668541e-19   2.5470050e-17
      5181.91   4.5979893e-19   8.1566333e-19   2.5333264e-17
      5182.91   3.7373131e-19   8.1969560e-19   2.5439681e-17
      5183.91   5.0852559e-19   8.2262632e-19   2.5932340e-17
      5184.91   6.1298188e-19   8.2296058e-19   2.6065710e-17
      5185.91   2.5722472e-19   8.3886064e-19   2.7376591e-17
      5186.91   5.8036294e-19   8.4757033e-19   2.8169142e-17
      5187.91   3.5493504e-19   8.5032854e-19   2.8514616e-17
      5188.91   4.5377844e-19   8.5428821e-19   2.8748373e-17
      5189.91   5.5840226e-19   8.5356822e-19   2.8592919e-17
      5190.91   2.8600726e-19   8.4751985e-19   2.8021684e-17
      5191.91   2.8143425e-19   8.4371634e-19   2.7651739e-17
      5192.91   3.2814713e-19   8.5011706e-19   2.8159499e-17
      5193.91   4.4526080e-19   8.7024415e-19   2.9932320e-17
      5194.91   2.9499661e-19   8.9061244e-19   3.2096160e-17
      5195.91   1.7963229e-19   9.1130424e-19   3.4207114e-17
      5196.91   4.7994100e-19   9.2533200e-19   3.5473648e-17
      5197.91   4.2005268e-19   9.3688067e-19   3.6680253e-17
      5198.91   1.0526163e-18   9.3595588e-19   3.6583397e-17
      5199.91   7.7201693e-19   9.4143712e-19   3.7082576e-17
      5200.91   5.1124008e-19   9.2765836e-19   3.5595851e-17
      5201.91   5.7785043e-19   9.0141740e-19   3.2888204e-17
      5202.91   2.7431149e-19   8.8414665e-19   3.1213060e-17
      5203.91   2.3904976e-19   8.7403457e-19   3.0044330e-17
      5204.91   6.3623409e-19   8.5693122e-19   2.8576185e-17
      5205.91   2.7777384e-19   8.4813261e-19   2.7844954e-17
      5206.91   6.8464224e-19   8.4014335e-19   2.7108798e-17
      5207.91   5.5791093e-19   8.4347916e-19   2.7351098e-17
      5208.91   1.9492052e-19   8.4652258e-19   2.7654797e-17
      5209.91   2.0823764e-19   8.4812177e-19   2.7812381e-17
      5210.91   9.8715772e-19   8.4913840e-19   2.7807871e-17
      5211.91   3.8318952e-19   8.4999613e-19   2.7816105e-17
      5212.91   5.4597445e-19   8.4916043e-19   2.7634995e-17
      5213.91   6.0292686e-19   8.5187239e-19   2.7853463e-17
      5214.91   4.4757419e-19   8.6173666e-19   2.8497466e-17
      5215.91   5.5523257e-19   8.5272509e-19   2.8008654e-17
      5216.91   5.7225631e-19   8.5606175e-19   2.8272546e-17
      5217.91   2.5603233e-19   8.6034776e-19   2.8715421e-17
      5218.91   1.9683478e-19   8.6289023e-19   2.8898598e-17
      5219.91   5.5483087e-19   8.7226142e-19   2.9821849e-17
      5220.91   2.2860484e-19   8.7576236e-19   3.0067829e-17
      5221.91   2.9065125e-19   8.7446943e-19   2.9967058e-17
      5222.91   6.7170433e-19   8.7130940e-19   2.9525949e-17
      5223.91   9.8127762e-19   8.7168722e-19   2.9352953e-17
      5224.91   4.3470715e-19   8.6359920e-19   2.8750267e-17
      5225.91   6.1180959e-19   8.6725910e-19   2.8765382e-17
      5226.91   4.5693673e-19   8.5348022e-19   2.7855811e-17
      5227.91   4.8324554e-19   8.5164666e-19   2.7626031e-17
      5228.91   5.0638940e-19   8.5020062e-19   2.7571813e-17
      5229.91   3.1295495e-19   8.5203756e-19   2.7644208e-17
      5230.91   7.7784745e-19   8.5468345e-19   2.7959661e-17
      5231.91   2.1412273e-19   8.6004785e-19   2.8264219e-17
      5232.91   5.1650034e-19   8.5595334e-19   2.7989592e-17
      5233.91   4.1492735e-19   8.6347503e-19   2.8468615e-17
      5234.91   3.5178376e-19   8.7087204e-19   2.9042739e-17
      5235.91   6.8572198e-19   8.7443031e-19   2.9486284e-17
      5236.91   2.2991020e-19   8.8400074e-19   3.0051608e-17
      5237.91   3.6216628e-19   8.8181858e-19   3.0131252e-17
      5238.91   4.9292410e-19   8.8250236e-19   3.0145842e-17
      5239.91   4.8608374e-19   8.7824776e-19   2.9848331e-17
      5240.91   3.0019490e-19   8.7451955e-19   2.9361225e-17
      5241.91   4.8860684e-19   8.6355129e-19   2.8446818e-17
      5242.91   3.9476922e-19   8.6528561e-19   2.8328241e-17
      5243.91   8.7123113e-19   8.5988070e-19   2.7862529e-17
      5244.91   5.5098878e-19   8.5587540e-19   2.7531711e-17
      5245.91   8.0001251e-19   8.6142162e-19   2.7840863e-17
      5246.91   3.5333224e-19   8.6077099e-19   2.7938922e-17
      5247.91   7.1071717e-19   8.6882032e-19   2.8242877e-17
      5248.91   4.9455504e-19   8.6530570e-19   2.8211146e-17
      5249.91   3.8518264e-19   8.6490920e-19   2.8158315e-17
      5250.91   1.1449652e-19   8.6659247e-19   2.8396049e-17
      5251.91   3.5687274e-19   8.7257895e-19   2.8866289e-17
      5252.91   6.9308264e-19   8.8233070e-19   2.9786951e-17
      5253.91   4.0030255e-19   8.8942799e-19   3.0270272e-17
      5254.91   3.7036137e-19   8.9319964e-19   3.0477785e-17
      5255.91   2.9858104e-19   8.7982679e-19   2.9514408e-17
      5256.91   9.3577479e-19   8.8910067e-19   3.0038150e-17
      5257.91   6.1783682e-19   8.8679422e-19   2.9905451e-17
      5258.91   2.2679550e-19   8.7930772e-19   2.8931007e-17
      5259.91   4.2473558e-19   8.6311317e-19   2.7653551e-17
      5260.91   5.4402980e-19   8.5609937e-19   2.6985419e-17
      5261.91   3.4697623e-19   8.4737628e-19   2.6265463e-17
      5262.91   1.0188508e-19   8.4320960e-19   2.5858403e-17
      5263.91   3.4995415e-19   8.4613983e-19   2.6075621e-17
      5264.91   4.7296801e-19   8.4112798e-19   2.5564015e-17
      5265.91   7.8651435e-19   8.4647693e-19   2.5793465e-17
      5266.91   3.8587619e-19   8.3657092e-19   2.5171775e-17
      5267.91   4.1998982e-19   8.4662569e-19   2.5770293e-17
      5268.91   6.2557583e-19   8.5073447e-19   2.6215301e-17
      5269.91   1.9916568e-19   8.5578393e-19   2.6386585e-17
      5270.91   5.0644049e-19   8.5907362e-19   2.6882679e-17
      5271.91   7.8865830e-19   8.6380480e-19   2.7316902e-17
      5272.91   7.7478913e-19   8.7647291e-19   2.8436207e-17
      5273.91   3.2750012e-19   8.7800753e-19   2.8578549e-17
      5274.91   2.8473611e-19   8.8098217e-19   2.8878626e-17
      5275.91   4.1919492e-19   8.8543670e-19   2.9138294e-17
      5276.91   5.3820762e-19   8.8668300e-19   2.9157728e-17
      5277.91   1.6564327e-19   8.8526785e-19   2.9016038e-17
      5278.91   2.3058853e-19   8.7819934e-19   2.8311240e-17
      5279.91  -4.1792306e-20   8.7445808e-19   2.7884689e-17
      5280.91   2.9963348e-20   8.6956321e-19   2.7356542e-17
      5281.91   5.5329751e-19   8.6864273e-19   2.7357424e-17
      5282.91   7.0656127e-20   8.6755935e-19   2.7291900e-17
      5283.91   8.6185113e-19   8.6570573e-19   2.7060662e-17
      5284.91   5.6354844e-19   8.7355430e-19   2.7684233e-17
      5285.91   2.7787802e-19   8.7041964e-19   2.7555596e-17
      5286.91   3.9037062e-19   8.7987799e-19   2.8158470e-17
      5287.91   7.7138680e-19   8.7802023e-19   2.7999798e-17
      5288.91   9.4662992e-19   8.8692669e-19   2.8587444e-17
      5289.91   7.2169948e-19   8.8285124e-19   2.8298848e-17
      5290.91   7.8693742e-19   8.9456527e-19   2.9012354e-17
      5291.91   3.0666479e-19   8.8529038e-19   2.8523729e-17
      5292.91   6.6662596e-19   8.8797638e-19   2.8650177e-17
      5293.91   5.3465201e-19   8.8610578e-19   2.8523900e-17
      5294.91   5.4008657e-19   8.8761983e-19   2.8637630e-17
      5295.91   3.1793979e-19   8.9391673e-19   2.9142110e-17
      5296.91   4.4473629e-19   8.8769044e-19   2.8711501e-17
      5297.91   1.1144331e-19   8.9536390e-19   2.9155880e-17
      5298.91   4.4598080e-19   8.9229725e-19   2.8866406e-17
      5299.91   6.4078572e-19   8.9700331e-19   2.9128020e-17
      5300.91   3.1247291e-19   8.9946526e-19   2.9384417e-17
      5301.91   5.6254747e-19   9.0697346e-19   2.9719637e-17
      5302.91   2.1718098e-19   8.9658005e-19   2.9120599e-17
      5303.91  -2.0540729e-20   8.9907751e-19   2.9293338e-17
      5304.91   2.0485233e-19   8.9970304e-19   2.9379805e-17
      5305.91   2.7052393e-19   9.0162728e-19   2.9462120e-17
      5306.91   4.8295057e-19   9.0466093e-19   2.9714947e-17
      5307.91   6.4496017e-19   8.9997246e-19   2.9327217e-17
      5308.91   6.7118964e-19   9.1000667e-19   3.0037385e-17
      5309.91   2.3489872e-19   9.1545125e-19   3.0361873e-17
      5310.91   4.1390138e-19   9.0744127e-19   2.9774362e-17
      5311.91   4.5709558e-19   9.0950155e-19   2.9818759e-17
      5312.91   5.0036051e-19   9.1575949e-19   3.0100828e-17
      5313.91   3.2742617e-19   9.1111498e-19   2.9954794e-17
      5314.91   2.8978273e-19   9.0953814e-19   2.9773908e-17
      5315.91   4.5244561e-19   9.0701127e-19   2.9580500e-17
      5316.91   4.9193633e-19   9.0601569e-19   2.9365380e-17
      5317.91   2.9333560e-19   9.1139696e-19   2.9881152e-17
      5318.91   4.7099491e-19   9.1308955e-19   2.9909274e-17
      5319.91   9.5189223e-19   9.1542468e-19   3.0109038e-17
      5320.91   5.2770062e-19   9.1825972e-19   3.0203310e-17
      5321.91   9.7724192e-19   9.1618714e-19   2.9955719e-17
      5322.91   7.4170976e-19   9.1263910e-19   2.9756744e-17
      5323.91   2.4224394e-19   9.1902615e-19   2.9926785e-17
      5324.91   3.1092624e-19   9.0913832e-19   2.9287432e-17
      5325.91   1.1277162e-20   9.0829051e-19   2.9197066e-17
      5326.91   4.2438223e-19   9.1156553e-19   2.9571127e-17
      5327.91   4.7508837e-19   9.1610550e-19   2.9848067e-17
      5328.91   5.4249286e-19   9.2556172e-19   3.0563152e-17
      5329.91   5.3371382e-19   9.1981668e-19   3.0083638e-17
      5330.91   4.6372563e-19   9.2663191e-19   3.0555022e-17
      5331.91   5.2416722e-19   9.2213332e-19   3.0275263e-17
      5332.91   3.1980346e-19   9.3230287e-19   3.0918789e-17
      5333.91   6.6601555e-19   9.2110582e-19   3.0095639e-17
      5334.91   4.4321701e-19   9.2924186e-19   3.0387012e-17
      5335.91   5.3004509e-19   9.2182029e-19   2.9957394e-17
      5336.91   4.8292975e-19   9.2014408e-19   2.9761317e-17
      5337.91   3.6327614e-19   9.1384882e-19   2.9293502e-17
      5338.91   6.6716440e-19   9.2081936e-19   2.9669172e-17
      5339.91   9.6976224e-19   9.1984102e-19   2.9572352e-17
      5340.91   2.4647026e-19   9.1104577e-19   2.8938203e-17
      5341.91   4.8245464e-19   9.1885035e-19   2.9335235e-17
      5342.91   4.3302271e-19   9.1168142e-19   2.8821469e-17
      5343.91   2.6016630e-19   9.2334868e-19   2.9553078e-17
      5344.91   4.1500643e-19   9.1906362e-19   2.9348506e-17
      5345.91   7.0879963e-19   9.2567233e-19   2.9605864e-17
      5346.91   4.6107138e-19   9.2212060e-19   2.9494526e-17
      5347.91   3.0334637e-19   9.2515568e-19   2.9734578e-17
      5348.91   9.3407178e-19   9.1931216e-19   2.9240552e-17
      5349.91   1.0739159e-19   9.2710525e-19   2.9783374e-17
      5350.91   3.0353593e-19   9.2596748e-19   2.9743222e-17
      5351.91   4.9215235e-19   9.2232663e-19   2.9423008e-17
      5352.91   1.2076064e-19   9.3256032e-19   3.0117716e-17
      5353.91  -3.2057162e-20   9.2250996e-19   2.9300476e-17
      5354.91   5.8538203e-19   9.3252173e-19   2.9871041e-17
      5355.91   6.3892265e-19   9.3489141e-19   2.9967729e-17
      5356.91   3.6793511e-19   9.2619109e-19   2.9404755e-17
      5357.91   2.6688816e-19   9.3103608e-19   2.9798524e-17
      5358.91   2.6345382e-19   9.2796879e-19   2.9479645e-17
      5359.91   6.7118239e-19   9.2028552e-19   2.8840568e-17
      5360.91   8.0218530e-19   9.2799129e-19   2.9281422e-17
      5361.91   5.1943716e-19   9.1614174e-19   2.8441917e-17
      5362.91   4.2305821e-19   9.2116811e-19   2.8702161e-17
      5363.91   7.9846407e-19   9.2216501e-19   2.8704292e-17
      5364.91   1.1130271e-18   9.2433888e-19   2.8724806e-17
      5365.91   9.5533754e-19   9.2444950e-19   2.8713074e-17
      5366.91  -1.0606003e-19   9.3165009e-19   2.9137501e-17
      5367.91   2.8663330e-19   9.2324523e-19   2.8660790e-17
      5368.91   5.2536393e-19   9.2898708e-19   2.9053827e-17
      5369.91   3.8406655e-19   9.2800064e-19   2.9027680e-17
      5370.91   6.8220986e-19   9.2835336e-19   2.8956366e-17
      5371.91   2.2195075e-19   9.3387680e-19   2.9408285e-17
      5372.91   5.7872461e-19   9.2884766e-19   2.9011884e-17
      5373.91   8.3214463e-19   9.3802804e-19   2.9641041e-17
      5374.91   6.6811325e-19   9.4667169e-19   3.0214129e-17
      5375.91   2.7334270e-19   9.3697289e-19   2.9500260e-17
      5376.91   2.9272238e-19   9.3912570e-19   2.9604519e-17
      5377.91   4.6642262e-19   9.4533144e-19   2.9830562e-17
      5378.91   4.5614981e-19   9.3938660e-19   2.9546940e-17
      5379.91   3.9154091e-19   9.3723645e-19   2.9290438e-17
      5380.91   1.9128957e-19   9.3380555e-19   2.9063376e-17
      5381.91   7.2880409e-19   9.3655474e-19   2.9142085e-17
      5382.91   4.3019407e-19   9.3719969e-19   2.9227291e-17
      5383.91   6.2646654e-19   9.4069174e-19   2.9430047e-17
      5384.91   1.9124581e-19   9.4216935e-19   2.9459877e-17
      5385.91   5.3501556e-19   9.3994718e-19   2.9195402e-17
      5386.91   2.6989691e-19   9.3438373e-19   2.8794573e-17
      5387.91   2.3148158e-19   9.4035264e-19   2.9190606e-17
      5388.91   4.5849688e-19   9.4442016e-19   2.9233891e-17
      5389.91   3.1673346e-19   9.3810121e-19   2.8915041e-17
      5390.91   2.1800372e-19   9.3710660e-19   2.8797759e-17
      5391.91   4.1401479e-19   9.3638469e-19   2.8727613e-17
      5392.91   2.1531107e-19   9.3317661e-19   2.8462421e-17
      5393.91   5.2314226e-19   9.3884752e-19   2.8800496e-17
      5394.91   2.7604619e-19   9.3475793e-19   2.8506403e-17
      5395.91   5.6447319e-19   9.4164987e-19   2.8884097e-17
      5396.91   2.8493975e-19   9.3531651e-19   2.8349955e-17
      5397.91   4.4534167e-19   9.3645048e-19   2.8363287e-17
      5398.91   3.7701141e-19   9.3285053e-19   2.8171705e-17
      5399.91   1.7658095e-19   9.4310787e-19   2.8619696e-17
      5400.91   6.1611832e-19   9.3992630e-19   2.8584063e-17
      5401.91   4.7647774e-19   9.3573765e-19   2.8240312e-17
      5402.91   2.6119962e-19   9.3495346e-19   2.8138745e-17
      5403.91   5.3383218e-19   9.3380034e-19   2.8004528e-17
      5404.91   5.5851436e-19   9.3679636e-19   2.8284554e-17
      5405.91   3.1908875e-19   9.3606739e-19   2.8151945e-17
      5406.91   8.1962243e-19   9.3944356e-19   2.8299057e-17
      5407.91   5.7654485e-19   9.3826693e-19   2.8167707e-17
      5408.91   5.6932063e-19   9.4011909e-19   2.8254910e-17
      5409.91   8.6465391e-19   9.4293163e-19   2.8533601e-17
      5410.91   6.2676679e-19   9.4697960e-19   2.8651574e-17
      5411.91   2.5921256e-19   9.4663187e-19   2.8823093e-17
